miRNA,SRR5896100,SRR5914587,SRR5914588,SRR5914589,SRR5914590,SRR5914591,SRR5914592,SRR5914593,SRR5914594,SRR5914595,SRR5914596,SRR5914597,SRR5914598,SRR5914599,SRR5914600,SRR5914601,SRR5914602,SRR5914603,SRR5914604,SRR5914605,SRR5914606,SRR5914607,SRR5914608,SRR5914609,SRR5914610,SRR5914611,SRR5914612,SRR5914613,SRR5914614,SRR5914615,SRR5914616,SRR5914617,SRR5914618,SRR5914619,SRR5914620,SRR5914621,SRR5914622,SRR5914623,SRR5914624,SRR5914625,SRR5914626,SRR5914627,SRR5914628,SRR5914629,SRR5914630,SRR5914631,SRR5914632,SRR5914633,SRR5914634,SRR5914635,SRR5914636,SRR5914637,SRR5914638,SRR5914639,SRR5914640,SRR5914641,SRR5914642,SRR5914643,SRR5914644,SRR5914645,SRR5914646,SRR5914647,SRR5914648,SRR5914649,SRR5914650,SRR5914652,SRR5914653,SRR5914654,SRR5914655,SRR5914656,SRR5914657,SRR5914658,SRR5914659,SRR5914660,SRR5914661,SRR5914662,SRR5914663,SRR5914664,SRR5914665,SRR5914666,SRR5914667,SRR5914668,SRR5914669,SRR5914670,SRR5914671,SRR5914672,SRR5914673
Hsa-Mir-26-P1_3p* chr2 segs:1-30 cds:+:218402690-218402719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-26-P1_5p chr2 segs:1-30 cds:+:218402655-218402684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-26-P1_5p/P2_5p,86844.0,64814.0,107991.0,45299.0,98012.0,70553.0,3.0,68124.0,76598.0,31307.0,48295.0,51107.0,24697.0,37822.0,73280.0,72553.0,131490.0,173579.0,72831.0,58756.0,68032.0,29465.0,119611.0,98566.0,58419.0,115978.0,94261.0,55221.0,91300.0,55760.0,35603.0,186466.0,102040.0,67652.0,26007.0,43594.0,56784.0,73537.0,74010.0,158143.0,126606.0,42099.0,28776.0,25740.0,79989.0,84134.0,90045.0,103105.0,17331.0,140820.0,57698.0,40546.0,60511.0,59086.0,149632.0,44977.0,51523.0,72711.0,77787.0,44345.0,58652.0,112596.0,120771.0,82709.0,108521.0,44515.0,73849.0,71049.0,51343.0,52785.0,68826.0,87547.0,88295.0,68405.0,91219.0,77358.0,65600.0,126310.0,64503.0,123522.0,57546.0,110283.0,86392.0,49039.0,70462.0,94030.0,34981.0
Hsa-Mir-26-P2_3p*,45.0,22.0,70.0,7.0,54.0,24.0,0.0,39.0,43.0,13.0,35.0,19.0,25.0,24.0,45.0,31.0,57.0,20.0,22.0,39.0,47.0,18.0,28.0,49.0,26.0,27.0,43.0,21.0,58.0,51.0,25.0,92.0,38.0,32.0,8.0,17.0,46.0,51.0,83.0,61.0,31.0,17.0,12.0,9.0,24.0,36.0,34.0,68.0,0.0,40.0,11.0,22.0,14.0,25.0,30.0,6.0,23.0,21.0,23.0,29.0,32.0,36.0,36.0,28.0,74.0,23.0,47.0,42.0,32.0,33.0,42.0,28.0,63.0,33.0,34.0,54.0,14.0,18.0,20.0,49.0,36.0,30.0,25.0,31.0,27.0,36.0,12.0
Hsa-Mir-26-P2_3p* chr12 segs:1-30 cds:-:57824614-57824643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-26-P2_5p chr12 segs:1-30 cds:-:57824652-57824681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-26-P3_3p*,0.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,6.0,2.0,5.0,0.0,0.0,0.0,4.0,2.0,6.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,5.0,9.0,2.0,5.0,0.0,5.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,9.0,4.0,9.0,0.0,4.0,0.0,5.0,8.0,6.0,0.0,5.0,3.0,4.0,0.0,0.0,0.0,2.0,3.0,7.0,7.0,3.0,5.0,2.0,0.0,0.0
Hsa-Mir-26-P3_3p* chr3 segs:1-30 cds:+:37969450-37969479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-26-P3_5p,8219.0,4569.0,9780.0,3417.0,8898.0,6512.0,0.0,5831.0,7382.0,2513.0,4455.0,3542.0,2579.0,3208.0,7089.0,7134.0,11445.0,13819.0,4718.0,5143.0,7675.0,3328.0,10409.0,8565.0,4640.0,10778.0,8497.0,5369.0,9256.0,5419.0,3180.0,18076.0,8197.0,5541.0,2134.0,3758.0,5107.0,7136.0,6827.0,15268.0,10444.0,3312.0,2284.0,2011.0,5270.0,7606.0,8613.0,9304.0,1170.0,10383.0,4424.0,2967.0,6029.0,4677.0,12039.0,3452.0,4651.0,6486.0,6920.0,3770.0,5216.0,9816.0,10555.0,7474.0,9614.0,3223.0,6346.0,5823.0,4558.0,4330.0,6190.0,8360.0,7579.0,6335.0,7729.0,7172.0,5338.0,9657.0,4047.0,11951.0,5860.0,10635.0,8277.0,4217.0,6460.0,8801.0,3078.0
Hsa-Mir-26-P3_5p chr3 segs:1-30 cds:+:37969411-37969440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-27-P1_3p chr19 segs:1-29 cds:-:13836441-13836469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-27-P1_3p/P2_3p,50672.0,38027.0,89607.0,22293.0,66844.0,83545.0,2.0,41177.0,54409.0,19921.0,66925.0,65016.0,17618.0,25609.0,43071.0,63291.0,73963.0,33859.0,43225.0,54583.0,36496.0,17107.0,95959.0,92879.0,54415.0,60182.0,55848.0,36313.0,76769.0,41852.0,27748.0,94276.0,96314.0,55309.0,26505.0,20165.0,42137.0,53770.0,57311.0,126959.0,101593.0,38576.0,23866.0,16880.0,31412.0,47269.0,61748.0,57847.0,13674.0,99046.0,60790.0,41072.0,51160.0,44421.0,86986.0,22196.0,36811.0,57669.0,64061.0,32962.0,47247.0,127592.0,63544.0,65776.0,79052.0,41650.0,56577.0,48043.0,65618.0,30968.0,113702.0,82921.0,56335.0,35917.0,45953.0,58022.0,47478.0,66830.0,28129.0,100042.0,39844.0,78049.0,185592.0,50566.0,37532.0,56785.0,21425.0
Hsa-Mir-27-P1_5p*,136.0,243.0,673.0,26.0,129.0,121.0,0.0,80.0,146.0,147.0,95.0,137.0,41.0,90.0,101.0,163.0,105.0,84.0,204.0,243.0,64.0,33.0,136.0,122.0,123.0,88.0,120.0,152.0,155.0,167.0,66.0,164.0,100.0,119.0,40.0,36.0,137.0,145.0,210.0,129.0,249.0,81.0,173.0,40.0,112.0,184.0,147.0,100.0,37.0,74.0,94.0,68.0,199.0,169.0,60.0,32.0,115.0,119.0,194.0,104.0,259.0,138.0,201.0,93.0,206.0,73.0,295.0,138.0,87.0,295.0,131.0,51.0,374.0,116.0,208.0,230.0,76.0,116.0,40.0,181.0,155.0,61.0,132.0,91.0,51.0,85.0,37.0
Hsa-Mir-27-P1_5p* chr19 segs:1-30 cds:-:13836481-13836510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-27-P2_3p chr9 segs:1-29 cds:+:95085503-95085531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-27-P2_5p*,80.0,96.0,238.0,61.0,134.0,208.0,0.0,89.0,114.0,42.0,264.0,113.0,73.0,45.0,104.0,145.0,148.0,43.0,48.0,80.0,46.0,24.0,223.0,271.0,154.0,108.0,129.0,114.0,210.0,117.0,67.0,245.0,247.0,156.0,52.0,34.0,140.0,159.0,163.0,272.0,129.0,77.0,42.0,49.0,101.0,103.0,95.0,109.0,33.0,147.0,115.0,95.0,117.0,77.0,128.0,40.0,104.0,187.0,174.0,78.0,91.0,270.0,149.0,128.0,196.0,145.0,131.0,103.0,119.0,95.0,514.0,177.0,105.0,62.0,80.0,116.0,60.0,96.0,93.0,315.0,125.0,162.0,489.0,115.0,98.0,131.0,42.0
Hsa-Mir-27-P2_5p* chr9 segs:1-31 cds:+:95085461-95085491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-28-P1_3p,5035.0,2817.0,7529.0,2032.0,6363.0,5856.0,0.0,4103.0,5990.0,1490.0,3820.0,3537.0,3609.0,2894.0,4221.0,6113.0,8156.0,4491.0,2781.0,5035.0,4070.0,1890.0,5268.0,8410.0,4857.0,5475.0,6062.0,4368.0,7306.0,5752.0,4321.0,10841.0,7620.0,11362.0,3579.0,4600.0,4169.0,6939.0,5089.0,10588.0,10670.0,4127.0,3192.0,3466.0,4600.0,6305.0,7319.0,7845.0,1716.0,6898.0,3287.0,3100.0,6477.0,4388.0,10435.0,2429.0,8347.0,9411.0,4902.0,2799.0,5864.0,4548.0,6518.0,8004.0,7701.0,3649.0,5343.0,5747.0,5136.0,3081.0,7260.0,7974.0,6864.0,4233.0,5169.0,9026.0,3709.0,2709.0,3089.0,11447.0,7174.0,16771.0,4461.0,4491.0,4196.0,7859.0,2285.0
Hsa-Mir-28-P1_3p chr3 segs:1-30 cds:+:188688832-188688861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-28-P1_3p.SNPA chr3 segs:1-30 cds:+:188688832-188688861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-28-P1_3p.SNPC chr3 segs:1-30 cds:+:188688832-188688861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-28-P1_5p*,957.0,693.0,1663.0,551.0,1065.0,1792.0,0.0,961.0,1928.0,558.0,1115.0,890.0,614.0,466.0,999.0,2026.0,2419.0,979.0,627.0,1814.0,1354.0,622.0,1490.0,2094.0,948.0,1571.0,1689.0,1287.0,2031.0,1467.0,857.0,3221.0,2782.0,1768.0,622.0,768.0,1210.0,2266.0,1356.0,3145.0,2777.0,779.0,804.0,556.0,734.0,2049.0,1832.0,1755.0,294.0,1521.0,751.0,841.0,1438.0,1001.0,3243.0,600.0,1465.0,1854.0,1486.0,850.0,1311.0,1365.0,1372.0,2005.0,2053.0,762.0,1356.0,1240.0,1394.0,890.0,1722.0,1899.0,1582.0,975.0,1405.0,2073.0,948.0,738.0,719.0,4257.0,1922.0,2498.0,1695.0,1262.0,1002.0,2099.0,661.0
Hsa-Mir-28-P1_5p* chr3 segs:1-30 cds:+:188688792-188688821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-28-P2_3p,9001.0,4532.0,14599.0,3339.0,10907.0,12789.0,0.0,5045.0,5971.0,2344.0,3698.0,4357.0,3543.0,5351.0,7690.0,8695.0,9656.0,18201.0,5107.0,7187.0,12730.0,5643.0,8256.0,8226.0,6020.0,9955.0,5139.0,5977.0,10443.0,6660.0,4527.0,18840.0,15884.0,6535.0,2865.0,3014.0,11143.0,6645.0,10889.0,13763.0,9856.0,5434.0,5446.0,4299.0,4017.0,8243.0,10156.0,11072.0,2006.0,16249.0,3591.0,4471.0,4900.0,6671.0,9234.0,2701.0,4459.0,6100.0,5632.0,4297.0,13058.0,10775.0,9243.0,5919.0,9414.0,3239.0,5182.0,3416.0,4700.0,5927.0,6321.0,9288.0,7144.0,6770.0,5279.0,5536.0,4603.0,10051.0,4339.0,6798.0,6997.0,7370.0,10018.0,5578.0,6163.0,5937.0,1595.0
Hsa-Mir-28-P2_3p chr8 segs:1-30 cds:-:140732580-140732609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-28-P2_5p,3917.0,2379.0,6061.0,1697.0,5003.0,8707.0,0.0,3062.0,4091.0,1790.0,2948.0,1969.0,1954.0,1820.0,2650.0,4728.0,7237.0,6294.0,2527.0,4487.0,9229.0,4156.0,5694.0,6084.0,3610.0,7097.0,3099.0,2859.0,5857.0,5108.0,1981.0,14334.0,11036.0,4895.0,1343.0,1715.0,6999.0,4163.0,6858.0,9564.0,6339.0,2575.0,2541.0,1457.0,1703.0,3919.0,6189.0,6493.0,982.0,8827.0,2100.0,2217.0,2343.0,3073.0,5808.0,1404.0,2310.0,2988.0,3436.0,2155.0,8321.0,6628.0,4100.0,3335.0,5646.0,1237.0,3743.0,1969.0,2912.0,2949.0,4667.0,6269.0,4980.0,3869.0,2470.0,3386.0,1795.0,3404.0,2088.0,5037.0,5391.0,3774.0,6311.0,3165.0,3069.0,2790.0,969.0
Hsa-Mir-28-P2_5p chr8 segs:1-30 cds:-:140732616-140732645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-28-P3_3p*,58.0,28.0,104.0,9.0,36.0,103.0,0.0,54.0,92.0,20.0,89.0,18.0,25.0,26.0,67.0,63.0,93.0,73.0,80.0,21.0,51.0,17.0,94.0,62.0,49.0,124.0,55.0,68.0,145.0,57.0,57.0,392.0,85.0,78.0,31.0,12.0,73.0,58.0,36.0,335.0,117.0,51.0,15.0,10.0,63.0,95.0,107.0,63.0,18.0,119.0,31.0,30.0,74.0,40.0,72.0,53.0,54.0,90.0,111.0,40.0,23.0,99.0,122.0,37.0,132.0,38.0,83.0,27.0,56.0,34.0,104.0,32.0,115.0,63.0,64.0,79.0,63.0,126.0,33.0,128.0,36.0,43.0,69.0,53.0,34.0,93.0,23.0
Hsa-Mir-28-P3_3p* chr11 segs:1-31 cds:-:79402025-79402055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-28-P3_5p,93.0,83.0,249.0,39.0,68.0,202.0,0.0,98.0,172.0,42.0,154.0,31.0,71.0,60.0,179.0,143.0,237.0,145.0,122.0,44.0,80.0,40.0,180.0,178.0,133.0,294.0,118.0,115.0,287.0,117.0,119.0,954.0,162.0,135.0,63.0,17.0,121.0,126.0,83.0,805.0,203.0,104.0,18.0,24.0,142.0,217.0,174.0,107.0,37.0,271.0,56.0,66.0,140.0,89.0,133.0,131.0,113.0,187.0,214.0,83.0,33.0,312.0,370.0,79.0,262.0,73.0,210.0,45.0,82.0,55.0,217.0,83.0,233.0,151.0,163.0,148.0,179.0,393.0,76.0,267.0,130.0,70.0,122.0,59.0,146.0,193.0,48.0
Hsa-Mir-28-P3_5p chr11 segs:1-31 cds:-:79402071-79402101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-29-P1a_3p,11477.0,5283.0,7099.0,3041.0,7255.0,6812.0,0.0,6456.0,7421.0,1976.0,6792.0,7083.0,5908.0,4488.0,11283.0,9256.0,19244.0,10371.0,6306.0,6426.0,13531.0,6156.0,12728.0,11633.0,6095.0,17889.0,11144.0,9292.0,14744.0,8282.0,5636.0,22747.0,10251.0,11645.0,2231.0,3529.0,14868.0,7804.0,10650.0,12911.0,11982.0,4129.0,2783.0,2186.0,5038.0,8605.0,9168.0,16237.0,1341.0,9598.0,4829.0,2332.0,5996.0,5178.0,6773.0,4012.0,5990.0,6225.0,8045.0,7241.0,14427.0,13715.0,16799.0,17855.0,15066.0,2503.0,7786.0,13041.0,6348.0,9181.0,9244.0,10892.0,16383.0,10312.0,10166.0,5359.0,3595.0,8788.0,2537.0,11989.0,9099.0,8237.0,10029.0,6733.0,11209.0,8837.0,3734.0
Hsa-Mir-29-P1a_3p chr7 segs:1-30 cds:-:130876742-130876771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
