miRNA,M1,M10,M11_2,M12_1,M12_2,M13,M13_2,M14_1,M14_2,M16,M18,M19,M2,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M34,M35_1,M35_2,M38,M39_1,M39_2,M4,M40,M5,M6
Hsa-Mir-3663_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3663_3p chr10 segs:1-31 cds:-:117167689-117167719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3663_3p.SNPA chr10 segs:1-31 cds:-:117167689-117167719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3663_3p.SNPC chr10 segs:1-31 cds:-:117167689-117167719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3663_5p* chr10 segs:1-30 cds:-:117167727-117167756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3690_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3690_3p* chrX segs:1-30 cds:+:1293962-1293991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3690_5p,0.0,6.0,18.0,0.0,5.0,13.0,10.0,16.0,7.0,0.0,0.0,5.0,9.0,0.0,22.0,9.0,9.0,15.0,7.0,8.0,15.0,16.0,9.0,0.0,10.0,7.0,31.0,9.0,6.0,0.0,17.0,16.0,0.0,0.0,0.0,33.0
Hsa-Mir-3690_5p chrX segs:1-32 cds:+:1293925-1293956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-370_3p,9.0,44.0,251.0,81.0,8.0,14.0,41.0,60.0,70.0,69.0,18.0,20.0,4.0,30.0,14.0,24.0,16.0,47.0,62.0,15.0,47.0,28.0,53.0,26.0,56.0,3.0,46.0,23.0,30.0,19.0,150.0,116.0,34.0,18.0,32.0,52.0
Hsa-Mir-370_3p chr14 segs:1-30 cds:+:100911184-100911213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-370_5p*,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,8.0,8.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Hsa-Mir-370_5p* chr14 segs:1-30 cds:+:100911149-100911178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-374-P1_3p,722.0,1055.0,996.0,1522.0,2239.0,2550.0,1050.0,1608.0,520.0,469.0,659.0,2383.0,200.0,538.0,1660.0,799.0,353.0,2480.0,675.0,2367.0,1162.0,685.0,329.0,444.0,1136.0,290.0,1018.0,1428.0,1045.0,172.0,532.0,902.0,971.0,532.0,1730.0,1102.0
Hsa-Mir-374-P1_3p chrX segs:1-30 cds:-:74287289-74287318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-374-P1_5p,492.0,662.0,401.0,652.0,1263.0,1089.0,936.0,457.0,670.0,293.0,219.0,771.0,169.0,165.0,983.0,395.0,319.0,1711.0,249.0,243.0,783.0,372.0,599.0,372.0,591.0,256.0,629.0,513.0,737.0,184.0,185.0,768.0,620.0,197.0,715.0,347.0
Hsa-Mir-374-P1_5p chrX segs:1-30 cds:-:74287319-74287348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-374-P2_3p*,34.0,45.0,55.0,84.0,117.0,93.0,72.0,56.0,28.0,29.0,27.0,48.0,14.0,24.0,116.0,33.0,17.0,159.0,48.0,47.0,53.0,26.0,28.0,34.0,70.0,21.0,48.0,72.0,60.0,15.0,10.0,49.0,67.0,14.0,46.0,70.0
Hsa-Mir-374-P2_3p* chrX segs:1-30 cds:-:74218551-74218580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-374-P2_5p,320.0,310.0,142.0,300.0,601.0,682.0,608.0,234.0,206.0,155.0,118.0,348.0,95.0,82.0,564.0,217.0,121.0,870.0,150.0,326.0,314.0,156.0,101.0,278.0,231.0,184.0,294.0,329.0,421.0,44.0,110.0,261.0,404.0,84.0,210.0,240.0
Hsa-Mir-374-P2_5p chrX segs:1-30 cds:-:74218581-74218610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-375_3p,2170.0,69361.0,3940.0,40355.0,19933.0,125012.0,322485.0,8503.0,11900.0,4803.0,15497.0,52401.0,3204.0,6633.0,26668.0,56323.0,57909.0,5716.0,2587.0,16637.0,22904.0,34584.0,8536.0,13550.0,18643.0,7086.0,64755.0,3843.0,15839.0,41184.0,194.0,429.0,16497.0,13218.0,197391.0,18609.0
Hsa-Mir-375_3p chr2 segs:1-30 cds:-:219001642-219001671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-375_5p*,0.0,8.0,3.0,5.0,0.0,32.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,14.0,0.0
Hsa-Mir-375_5p* chr2 segs:1-31 cds:-:219001676-219001706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-376-P1_3p chr14 segs:1-29 cds:+:101040823-101040851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-376-P1_3p/P2_3p/P3_3p,0.0,28.0,56.0,22.0,16.0,25.0,0.0,16.0,65.0,46.0,27.0,5.0,2.0,4.0,2.0,26.0,3.0,22.0,9.0,6.0,34.0,29.0,5.0,7.0,10.0,0.0,42.0,6.0,6.0,3.0,8.0,3.0,2.0,0.0,5.0,26.0
Hsa-Mir-376-P1_5p*,13.0,0.0,30.0,203.0,5.0,24.0,37.0,82.0,8.0,43.0,12.0,6.0,5.0,15.0,8.0,15.0,6.0,61.0,44.0,53.0,25.0,26.0,2.0,11.0,10.0,0.0,14.0,56.0,4.0,0.0,19.0,7.0,26.0,0.0,12.0,113.0
Hsa-Mir-376-P1_5p* chr14 segs:1-30 cds:+:101040786-101040815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-376-P2_3p chr14 segs:1-29 cds:+:101040116-101040144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-376-P2_5p*,0.0,0.0,0.0,7.0,0.0,0.0,5.0,4.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Hsa-Mir-376-P2_5p* chr14 segs:1-30 cds:+:101040079-101040108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-376-P3_3p chr14 segs:1-29 cds:+:101040495-101040523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-376-P3_5p* chr14 segs:1-30 cds:+:101040458-101040487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-376-P3_5p*/P4_5p*,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-376-P4_3p,21.0,41.0,73.0,156.0,29.0,45.0,28.0,101.0,81.0,214.0,25.0,47.0,16.0,16.0,19.0,20.0,14.0,105.0,75.0,19.0,55.0,43.0,27.0,23.0,45.0,3.0,45.0,37.0,28.0,9.0,35.0,82.0,30.0,8.0,24.0,93.0
Hsa-Mir-376-P4_3p chr14 segs:1-29 cds:+:101039730-101039758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-376-P4_5p* chr14 segs:1-30 cds:+:101039693-101039722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-378_3p,9888.0,18154.0,24207.0,19320.0,16013.0,18123.0,19306.0,33889.0,20616.0,8326.0,18641.0,21037.0,8440.0,7315.0,35149.0,21741.0,28121.0,14992.0,13414.0,14804.0,14112.0,10196.0,6507.0,22968.0,19102.0,26310.0,38791.0,29678.0,17702.0,5796.0,26277.0,30661.0,21204.0,16621.0,15165.0,59500.0
Hsa-Mir-378_3p chr5 segs:1-30 cds:+:149732865-149732894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-378_5p*,87.0,55.0,85.0,80.0,86.0,145.0,203.0,102.0,121.0,92.0,44.0,63.0,44.0,43.0,107.0,69.0,194.0,70.0,72.0,38.0,68.0,47.0,31.0,138.0,73.0,155.0,102.0,111.0,78.0,27.0,88.0,107.0,112.0,47.0,59.0,272.0
Hsa-Mir-378_5p* chr5 segs:1-30 cds:+:149732827-149732856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-383-v1_3p* chr8 segs:1-29 cds:-:14853437-14853465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-383-v1_5p chr8 segs:1-30 cds:-:14853477-14853506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-383-v2_3p* chr8 segs:1-29 cds:-:14853437-14853465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-383-v2_5p chr8 segs:1-31 cds:-:14853477-14853507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-383_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-383_5p,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,13.0,0.0,0.0,0.0,17.0,5.0,0.0,0.0,0.0,5.0
Hsa-Mir-3909_3p,20.0,33.0,87.0,138.0,78.0,54.0,60.0,78.0,13.0,12.0,18.0,26.0,13.0,23.0,59.0,38.0,27.0,155.0,51.0,35.0,58.0,29.0,36.0,36.0,77.0,17.0,86.0,46.0,34.0,2.0,71.0,82.0,21.0,26.0,41.0,134.0
Hsa-Mir-3909_3p chr22 segs:1-30 cds:+:35335708-35335737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3909_5p*,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Hsa-Mir-3909_5p* chr22 segs:1-29 cds:+:35335668-35335696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3924_3p chr10 segs:1-30 cds:-:57304483-57304512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3924_5p chr10 segs:1-30 cds:-:57304520-57304549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3934_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3934_3p* chr6 segs:1-30 cds:+:33698189-33698218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3934_5p,6.0,23.0,24.0,5.0,19.0,15.0,32.0,15.0,0.0,13.0,19.0,6.0,0.0,0.0,19.0,12.0,18.0,22.0,11.0,15.0,13.0,12.0,22.0,15.0,16.0,9.0,8.0,26.0,21.0,9.0,17.0,0.0,17.0,12.0,22.0,18.0
Hsa-Mir-3934_5p chr6 segs:1-31 cds:+:33698150-33698180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3940_3p,0.0,7.0,0.0,0.0,7.0,8.0,12.0,6.0,0.0,3.0,0.0,6.0,0.0,7.0,4.0,0.0,9.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,13.0,8.0,6.0,20.0,9.0,0.0,4.0,4.0,0.0,0.0,8.0,11.0
Hsa-Mir-3940_3p chr19 segs:1-30 cds:-:6416428-6416457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3940_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3940_5p* chr19 segs:1-28 cds:-:6416464-6416491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3940_5p*.SNPA chr19 segs:1-28 cds:-:6416464-6416491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3940_5p*.SNPC chr19 segs:1-28 cds:-:6416464-6416491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3942_3p*,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Hsa-Mir-3942_3p* chr15 segs:1-30 cds:-:35372273-35372302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3942_5p,0.0,0.0,18.0,5.0,10.0,6.0,13.0,7.0,3.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,9.0,6.0,0.0,0.0,6.0,2.0,4.0,15.0,4.0,0.0,7.0,3.0,4.0,0.0,4.0,11.0,4.0,4.0,5.0,11.0
Hsa-Mir-3942_5p chr15 segs:1-30 cds:-:35372314-35372343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3944_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0
Hsa-Mir-3944_3p* chr10 segs:1-31 cds:-:133371573-133371603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3944_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Hsa-Mir-3944_5p chr10 segs:1-30 cds:-:133371614-133371643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-423_3p,2711.0,5672.0,16352.0,15382.0,6110.0,4920.0,13595.0,7887.0,3930.0,1916.0,3177.0,5472.0,1642.0,1218.0,5361.0,4890.0,15999.0,9787.0,4783.0,2586.0,10117.0,4651.0,3147.0,4766.0,5346.0,6182.0,17331.0,6416.0,6717.0,625.0,13032.0,12191.0,4849.0,8192.0,5836.0,20891.0
Hsa-Mir-423_3p chr17 segs:1-31 cds:+:30117129-30117159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-423_5p,314.0,1395.0,7477.0,4364.0,1325.0,1956.0,4902.0,3395.0,1021.0,254.0,1151.0,1300.0,501.0,281.0,1523.0,1037.0,4820.0,4020.0,1627.0,2403.0,3371.0,2284.0,2448.0,1106.0,1908.0,716.0,4687.0,3381.0,3380.0,437.0,4186.0,7149.0,1425.0,1334.0,1990.0,5204.0
Hsa-Mir-423_5p chr17 segs:1-31 cds:+:30117093-30117123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-425_3p*,108.0,183.0,210.0,698.0,143.0,164.0,172.0,217.0,261.0,88.0,113.0,117.0,53.0,105.0,217.0,121.0,666.0,223.0,276.0,99.0,403.0,133.0,151.0,674.0,138.0,76.0,238.0,159.0,72.0,24.0,309.0,523.0,278.0,182.0,105.0,889.0
Hsa-Mir-425_3p* chr3 segs:1-29 cds:-:49020153-49020181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
