miRNA,COMET-0122M2_S39_R1_001,COMET-0128M1_S30_R1_001,COMET-0138M1_S31_R1_001,COMET-0145M1_S32_R1_001,COMET-0182M1_S33_R1_001,COMET-0186M1_S34_R1_001,COMET-0190M1_S35_R1_001,COMET-0227M1_S36_R1_001,COMET-0242M1_S37_R1_001,COMET-0243M1_S40_R1_001,COMET-0252M1_S38_R1_001,Lme-0003M1-1_S13_R1_001,Lme-0009M1-1_S14_R1_001,Lme-0012M1-1_S17_R1_001,Lme-0013M1-1_S18_R1_001,Lme-0017M1-1_S15_R1_001,Lme-0026M1-1_S16_R1_001,Lme-0027M1-1_S1_R1_001,Lme-0033M1-2_S2_R1_001,Lme-0035M1-2_S3_R1_001,Lme-0042M1-2_S4_R1_001,Lme-0043M1-2_S5_R1_001,Lme-0047M1-2_S6_R1_001,Lme-0052M1-1_S7_R1_001,Lme-0063M1-2_S8_R1_001,Lme-0066M1-1_S9_R1_001,Lme-0072M1-2_S10_R1_001,Lme-0078M1-2_S11_R1_001,Lme-0081M1-1_S12_R1_001,PC-0031M1-1_S22_R1_001,PC-0048M1-1_S19_R1_001,PC-0083M1-1_S26_R1_001,PC-0108M1-1_S23_R1_001,PC-0160M1-1_S24_R1_001,PC-0161M1-1_S21_R1_001,PC-0284M1-1_S25_R1_001,PC-0301M1-3_S27_R1_001,PC-0714M1-1_S28_R1_001,PCB-0049M1-1_S20_R1_001,PCB-0234M1-1_S29_R1_001
Hsa-Mir-3180-P1_5p* chr16 segs:1-30 cds:+:16309890-16309919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P1_5p/P2_5p/P3_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P2_3p chr16 segs:1-30 cds:+:14911279-14911308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0
Hsa-Mir-3180-P2_5p* chr16 segs:1-30 cds:+:14911235-14911264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P3_3p chr16 segs:1-30 cds:-:18402183-18402212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P3_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P3_5p* chr16 segs:1-30 cds:-:18402227-18402256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3187_3p,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Hsa-Mir-3187_3p chr19 segs:1-31 cds:+:813625-813655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3187_5p*,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3187_5p* chr19 segs:1-31 cds:+:813588-813618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3194_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3194_3p* chr20 segs:1-30 cds:-:51452906-51452935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3194_5p,22.0,6.0,0.0,16.0,7.0,17.0,14.0,8.0,10.0,5.0,16.0,0.0,3.0,14.0,5.0,9.0,0.0,20.0,2.0,13.0,5.0,21.0,10.0,0.0,12.0,11.0,12.0,13.0,6.0,0.0,6.0,0.0,4.0,41.0,0.0,12.0,10.0,3.0,0.0,4.0
Hsa-Mir-3194_5p chr20 segs:1-30 cds:-:51452941-51452970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-31_3p*,0.0,89.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,90.0,8.0,25.0,13.0,3.0,0.0,19.0,5.0,11.0,18.0,11.0,64.0,56.0,5.0,61.0,22.0,10.0,25.0,30.0,0.0,4.0
Hsa-Mir-31_3p* chr9 segs:1-31 cds:-:21512114-21512144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-31_5p,23.0,4855.0,17.0,229.0,40.0,129.0,50.0,37.0,11.0,70.0,303.0,89.0,52.0,146.0,62.0,11.0,113.0,41.0,307.0,5130.0,219.0,733.0,666.0,410.0,211.0,1693.0,194.0,1050.0,1193.0,408.0,2704.0,3845.0,367.0,3369.0,3383.0,382.0,1189.0,2450.0,25.0,283.0
Hsa-Mir-31_5p chr9 segs:1-31 cds:-:21512150-21512180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3200_3p,6.0,68.0,3.0,18.0,42.0,57.0,14.0,10.0,64.0,5.0,5.0,7.0,17.0,10.0,16.0,36.0,38.0,11.0,14.0,9.0,35.0,53.0,11.0,20.0,31.0,6.0,10.0,6.0,39.0,8.0,7.0,32.0,12.0,35.0,5.0,34.0,10.0,35.0,11.0,7.0
Hsa-Mir-3200_3p chr22 segs:1-31 cds:+:30731608-30731638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3200_5p*,0.0,3.0,0.0,0.0,14.0,51.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,14.0,7.0,9.0,0.0,7.0,9.0,3.0,0.0,19.0,0.0,0.0,14.0,12.0,0.0,0.0,0.0,6.0,10.0,2.0,13.0,0.0,0.0,0.0,0.0
Hsa-Mir-3200_5p* chr22 segs:1-31 cds:+:30731567-30731597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-324_3p*,71.0,63.0,28.0,100.0,61.0,81.0,39.0,92.0,142.0,41.0,87.0,67.0,125.0,106.0,89.0,140.0,137.0,81.0,99.0,173.0,64.0,169.0,70.0,219.0,89.0,33.0,135.0,106.0,70.0,38.0,41.0,122.0,76.0,150.0,66.0,57.0,78.0,38.0,31.0,40.0
Hsa-Mir-324_3p* chr17 segs:1-30 cds:-:7223302-7223331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-324_5p,113.0,301.0,54.0,389.0,225.0,285.0,110.0,207.0,554.0,143.0,312.0,299.0,212.0,281.0,192.0,541.0,402.0,265.0,247.0,472.0,394.0,732.0,290.0,275.0,449.0,115.0,350.0,506.0,237.0,99.0,115.0,498.0,232.0,482.0,190.0,262.0,222.0,72.0,101.0,76.0
Hsa-Mir-324_5p chr17 segs:1-31 cds:-:7223336-7223366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-325_3p chrX segs:1-30 cds:-:77005421-77005450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-325_5p* chrX segs:1-30 cds:-:77005459-77005488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-326_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-326_3p chr11 segs:1-28 cds:-:75335102-75335129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-326_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-326_5p* chr11 segs:1-32 cds:-:75335138-75335169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-328_3p,33.0,78.0,47.0,121.0,30.0,116.0,50.0,70.0,116.0,26.0,111.0,82.0,74.0,133.0,83.0,62.0,62.0,55.0,157.0,164.0,75.0,103.0,56.0,100.0,140.0,47.0,101.0,117.0,93.0,35.0,23.0,173.0,70.0,73.0,48.0,76.0,59.0,66.0,93.0,92.0
Hsa-Mir-328_3p chr16 segs:1-30 cds:-:67202321-67202350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-328_5p* chr16 segs:1-30 cds:-:67202361-67202390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-32_3p*,20.0,21.0,13.0,48.0,49.0,67.0,32.0,21.0,59.0,27.0,42.0,12.0,10.0,9.0,23.0,31.0,20.0,45.0,31.0,54.0,43.0,62.0,26.0,104.0,58.0,20.0,48.0,70.0,37.0,30.0,23.0,41.0,17.0,40.0,21.0,27.0,30.0,22.0,6.0,22.0
Hsa-Mir-32_3p* chr9 segs:1-29 cds:-:109046226-109046254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-32_5p,280.0,228.0,158.0,801.0,356.0,428.0,347.0,177.0,544.0,260.0,220.0,49.0,551.0,36.0,310.0,60.0,73.0,333.0,218.0,319.0,322.0,434.0,360.0,424.0,418.0,82.0,570.0,666.0,407.0,121.0,135.0,366.0,128.0,409.0,235.0,265.0,410.0,117.0,67.0,216.0
Hsa-Mir-32_5p chr9 segs:1-30 cds:-:109046266-109046295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-33-P1_3p*,7.0,16.0,0.0,26.0,31.0,12.0,18.0,14.0,39.0,15.0,15.0,8.0,16.0,0.0,29.0,10.0,6.0,19.0,22.0,33.0,36.0,52.0,19.0,36.0,44.0,0.0,29.0,31.0,26.0,7.0,12.0,14.0,17.0,26.0,10.0,19.0,12.0,14.0,8.0,6.0
Hsa-Mir-33-P1_3p* chr22 segs:1-29 cds:+:41900987-41901015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-33-P1_5p,75.0,65.0,48.0,109.0,233.0,135.0,129.0,65.0,194.0,96.0,19.0,9.0,84.0,3.0,94.0,13.0,7.0,99.0,55.0,116.0,284.0,193.0,55.0,57.0,262.0,24.0,70.0,145.0,102.0,36.0,52.0,46.0,55.0,99.0,29.0,89.0,85.0,139.0,24.0,43.0
Hsa-Mir-33-P1_5p chr22 segs:1-29 cds:+:41900947-41900975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-33-P2_3p,0.0,16.0,0.0,15.0,17.0,10.0,13.0,5.0,25.0,27.0,27.0,9.0,0.0,12.0,6.0,29.0,31.0,30.0,20.0,30.0,54.0,51.0,15.0,54.0,21.0,3.0,28.0,12.0,17.0,8.0,16.0,3.0,9.0,32.0,7.0,10.0,4.0,4.0,0.0,0.0
Hsa-Mir-33-P2_3p chr17 segs:1-29 cds:-:17813852-17813880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-33-P2_5p*,78.0,92.0,40.0,175.0,187.0,125.0,115.0,99.0,245.0,116.0,68.0,23.0,113.0,10.0,92.0,30.0,26.0,154.0,58.0,150.0,336.0,330.0,62.0,119.0,186.0,24.0,91.0,254.0,96.0,65.0,139.0,49.0,35.0,244.0,111.0,63.0,175.0,87.0,13.0,87.0
Hsa-Mir-33-P2_5p* chr17 segs:1-29 cds:-:17813890-17813918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-330-v1_3p chr19 segs:1-32 cds:-:45639001-45639032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-330-v1_5p* chr19 segs:1-31 cds:-:45639042-45639072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-330-v2_3p chr19 segs:1-33 cds:-:45639001-45639033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-330-v2_5p* chr19 segs:1-32 cds:-:45639041-45639072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-330_3p,18.0,81.0,0.0,48.0,127.0,38.0,27.0,43.0,125.0,26.0,57.0,19.0,30.0,39.0,37.0,71.0,80.0,35.0,30.0,81.0,63.0,117.0,52.0,218.0,65.0,10.0,50.0,70.0,63.0,25.0,19.0,67.0,27.0,53.0,34.0,46.0,35.0,8.0,22.0,11.0
Hsa-Mir-330_5p*,54.0,402.0,30.0,188.0,507.0,69.0,76.0,101.0,585.0,75.0,129.0,41.0,61.0,54.0,69.0,75.0,98.0,130.0,146.0,139.0,208.0,351.0,130.0,84.0,297.0,23.0,114.0,198.0,225.0,81.0,36.0,179.0,65.0,130.0,81.0,189.0,84.0,33.0,33.0,50.0
Hsa-Mir-331_3p,192.0,861.0,51.0,633.0,415.0,507.0,223.0,302.0,551.0,155.0,371.0,386.0,190.0,544.0,251.0,1132.0,529.0,551.0,773.0,627.0,513.0,498.0,283.0,644.0,1178.0,186.0,515.0,708.0,492.0,303.0,219.0,571.0,316.0,381.0,317.0,426.0,305.0,216.0,256.0,251.0
Hsa-Mir-331_3p chr12 segs:1-29 cds:+:95308478-95308506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-331_5p*,23.0,58.0,9.0,40.0,75.0,37.0,24.0,23.0,36.0,30.0,48.0,28.0,35.0,30.0,31.0,40.0,88.0,52.0,60.0,90.0,62.0,61.0,32.0,25.0,80.0,14.0,27.0,44.0,54.0,35.0,12.0,39.0,16.0,28.0,33.0,24.0,19.0,10.0,16.0,12.0
Hsa-Mir-331_5p* chr12 segs:1-30 cds:+:95308443-95308472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-335_3p*,5925.0,2471.0,2324.0,4060.0,2514.0,2134.0,5524.0,4138.0,7116.0,2292.0,3812.0,1127.0,1812.0,489.0,1684.0,1836.0,2409.0,2600.0,4069.0,5178.0,6504.0,6940.0,2995.0,1950.0,8285.0,1258.0,2366.0,3466.0,2621.0,3506.0,739.0,2997.0,4187.0,1424.0,252.0,3080.0,3427.0,7198.0,1532.0,1359.0
Hsa-Mir-335_3p* chr7 segs:1-30 cds:+:130496160-130496189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-335_5p,1344.0,1124.0,712.0,2725.0,1884.0,1417.0,2089.0,968.0,1493.0,852.0,1967.0,814.0,728.0,632.0,1325.0,1153.0,1638.0,1847.0,2151.0,3605.0,3129.0,2618.0,1869.0,1278.0,2739.0,1111.0,2445.0,3817.0,2314.0,517.0,302.0,1962.0,1426.0,578.0,285.0,925.0,861.0,1276.0,809.0,720.0
Hsa-Mir-335_5p chr7 segs:1-30 cds:+:130496124-130496153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-as_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-as_3p chr14 segs:1-30 cds:-:100874507-100874536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-as_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-as_5p chr14 segs:1-31 cds:-:100874544-100874574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-v1_3p chr14 segs:1-29 cds:+:100874552-100874580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-v1_5p* chr14 segs:1-28 cds:+:100874513-100874540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
