miRNA,P3,P30,P31,P32,P35,P36,P37,P38,P39,P4,P40,P5,P7,P8,P9,PN1,PN10,PN13,PN14,PN15_1,PN15_2,PN16,PN18,PN2,PN21,PN22,PN27,PN28,PN29,PN30,PN31,PN32,PN34,PN37,PN4,PN5,PN6
Hsa-Mir-29-P1a_3p chr7 segs:1-30 cds:-:130876742-130876771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-29-P1a_5p*,41.0,41.0,21.0,34.0,57.0,10.0,11.0,20.0,6.0,70.0,16.0,33.0,357.0,21.0,117.0,72.0,100.0,20.0,19.0,58.0,40.0,15.0,26.0,28.0,24.0,15.0,43.0,40.0,2.0,18.0,6.0,14.0,10.0,27.0,41.0,19.0,29.0
Hsa-Mir-29-P1a_5p* chr7 segs:1-31 cds:-:130876779-130876809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-29-P1b_3p,1534.0,686.0,274.0,791.0,553.0,313.0,892.0,589.0,242.0,1310.0,134.0,937.0,3973.0,97.0,1035.0,4887.0,5976.0,1071.0,1213.0,5052.0,5991.0,1291.0,1163.0,2404.0,2351.0,1095.0,4876.0,3111.0,373.0,1801.0,638.0,1108.0,905.0,2374.0,4188.0,2061.0,2671.0
Hsa-Mir-29-P1b_3p chr1 segs:1-30 cds:-:207801859-207801888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-29-P1b_5p*,58.0,30.0,13.0,23.0,25.0,21.0,31.0,32.0,28.0,27.0,8.0,26.0,104.0,7.0,17.0,115.0,204.0,45.0,57.0,136.0,151.0,43.0,57.0,102.0,66.0,41.0,144.0,97.0,25.0,79.0,39.0,50.0,35.0,60.0,114.0,43.0,81.0
Hsa-Mir-29-P1b_5p* chr1 segs:1-31 cds:-:207801894-207801924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-29-P2a_3p chr7 segs:1-31 cds:-:130877461-130877491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-29-P2a_3p/P2b_3p,530.0,978.0,242.0,830.0,931.0,263.0,163.0,483.0,103.0,947.0,274.0,757.0,4226.0,814.0,1402.0,1207.0,1218.0,431.0,289.0,2119.0,1314.0,347.0,299.0,404.0,423.0,230.0,957.0,770.0,114.0,490.0,142.0,393.0,250.0,618.0,915.0,441.0,735.0
Hsa-Mir-29-P2a_5p*,4.0,17.0,8.0,23.0,29.0,9.0,5.0,43.0,7.0,13.0,10.0,14.0,83.0,35.0,23.0,13.0,25.0,4.0,12.0,4.0,28.0,4.0,5.0,5.0,10.0,9.0,8.0,13.0,5.0,20.0,6.0,24.0,3.0,30.0,9.0,6.0,12.0
Hsa-Mir-29-P2a_5p* chr7 segs:1-32 cds:-:130877501-130877532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-29-P2b-v1_3p chr1 segs:1-31 cds:-:207802444-207802474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-29-P2b-v1_5p* chr1 segs:1-31 cds:-:207802485-207802515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-29-P2b-v2_3p chr1 segs:1-31 cds:-:207802445-207802475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-29-P2b-v2_5p* chr1 segs:1-31 cds:-:207802484-207802514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-29-P2b_5p*,5.0,4.0,3.0,3.0,4.0,17.0,9.0,4.0,7.0,11.0,0.0,0.0,16.0,3.0,8.0,37.0,21.0,11.0,11.0,20.0,25.0,10.0,11.0,17.0,11.0,4.0,30.0,14.0,2.0,18.0,5.0,7.0,2.0,20.0,17.0,4.0,5.0
Hsa-Mir-296_3p*,4.0,15.0,5.0,12.0,41.0,5.0,10.0,6.0,8.0,0.0,0.0,0.0,38.0,0.0,8.0,13.0,23.0,16.0,0.0,16.0,10.0,8.0,0.0,8.0,9.0,10.0,14.0,0.0,0.0,0.0,3.0,21.0,5.0,17.0,10.0,11.0,3.0
Hsa-Mir-296_3p* chr20 segs:1-29 cds:-:58817620-58817648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-296_5p,7.0,14.0,2.0,6.0,8.0,0.0,8.0,8.0,7.0,8.0,2.0,15.0,92.0,0.0,5.0,17.0,37.0,11.0,8.0,29.0,12.0,9.0,8.0,18.0,12.0,5.0,26.0,8.0,0.0,8.0,3.0,3.0,3.0,9.0,20.0,10.0,16.0
Hsa-Mir-296_5p chr20 segs:1-29 cds:-:58817655-58817683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-296_5p.SNPA chr20 segs:1-29 cds:-:58817655-58817683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-296_5p.SNPC chr20 segs:1-29 cds:-:58817655-58817683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-30-P1a_3p*,669.0,223.0,199.0,330.0,476.0,139.0,407.0,398.0,122.0,98.0,115.0,161.0,512.0,44.0,169.0,850.0,775.0,421.0,714.0,1195.0,436.0,528.0,1026.0,541.0,889.0,390.0,716.0,746.0,297.0,436.0,218.0,470.0,174.0,630.0,1105.0,439.0,343.0
Hsa-Mir-30-P1a_3p* chr6 segs:1-30 cds:-:71403548-71403577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-30-P1a_5p,23718.0,12612.0,9614.0,12050.0,13857.0,10058.0,28730.0,16115.0,9304.0,4572.0,5885.0,6703.0,25196.0,2492.0,7137.0,45817.0,38440.0,11451.0,31671.0,48691.0,29852.0,19715.0,36035.0,32503.0,29417.0,15674.0,35887.0,28111.0,18051.0,18281.0,15656.0,22753.0,15953.0,24788.0,50748.0,14950.0,18421.0
Hsa-Mir-30-P1a_5p chr6 segs:1-32 cds:-:71403587-71403618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-30-P1b_3p*,1292.0,1760.0,606.0,1033.0,1829.0,335.0,921.0,1184.0,485.0,697.0,736.0,2591.0,2542.0,637.0,1149.0,2483.0,2368.0,1805.0,2357.0,2893.0,1894.0,1118.0,2945.0,1213.0,2675.0,1279.0,1865.0,3684.0,1088.0,3370.0,1099.0,3048.0,1169.0,2888.0,2280.0,1793.0,1505.0
Hsa-Mir-30-P1b_3p* chr1 segs:1-30 cds:+:40754411-40754440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-30-P1b_5p,12436.0,26913.0,9013.0,13913.0,14222.0,7280.0,15212.0,12119.0,14822.0,13808.0,7805.0,21054.0,41277.0,5239.0,17333.0,58369.0,54909.0,19386.0,37793.0,58695.0,66650.0,12210.0,12354.0,27722.0,25009.0,19886.0,40698.0,44700.0,9737.0,41611.0,19136.0,41048.0,15845.0,34400.0,44087.0,23449.0,33768.0
Hsa-Mir-30-P1b_5p chr1 segs:1-32 cds:+:40754369-40754400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-30-P1c_3p*,159.0,696.0,61.0,178.0,203.0,193.0,146.0,332.0,180.0,192.0,23.0,237.0,576.0,402.0,186.0,548.0,697.0,187.0,257.0,461.0,525.0,92.0,177.0,206.0,240.0,124.0,361.0,416.0,69.0,453.0,141.0,453.0,112.0,390.0,474.0,248.0,268.0
Hsa-Mir-30-P1c_3p* chr8 segs:1-30 cds:-:134804873-134804902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-30-P1c_5p,26441.0,87008.0,11123.0,23800.0,21486.0,35994.0,28704.0,35090.0,40072.0,20847.0,6317.0,26107.0,60243.0,63930.0,26597.0,54725.0,50337.0,21956.0,39869.0,58995.0,57798.0,18674.0,18192.0,31719.0,35420.0,19633.0,51105.0,47302.0,13631.0,50197.0,25132.0,61841.0,26033.0,42312.0,47539.0,26462.0,36199.0
Hsa-Mir-30-P1c_5p chr8 segs:1-32 cds:-:134804911-134804942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-30-P2a_3p*,52.0,7.0,12.0,26.0,31.0,18.0,34.0,24.0,12.0,14.0,9.0,14.0,37.0,0.0,11.0,62.0,55.0,26.0,71.0,72.0,40.0,21.0,43.0,31.0,37.0,21.0,46.0,30.0,18.0,38.0,8.0,60.0,22.0,32.0,61.0,32.0,24.0
Hsa-Mir-30-P2a_3p* chr6 segs:1-30 cds:-:71376958-71376987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-30-P2a_5p chr6 segs:1-32 cds:-:71376996-71377027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-30-P2a_5p/P2b_5p/P2c_5p,8190.0,17562.0,3226.0,6591.0,8221.0,3731.0,5683.0,8389.0,5082.0,5918.0,2798.0,6391.0,32797.0,7024.0,10269.0,29538.0,35421.0,6292.0,7946.0,18173.0,25118.0,3488.0,7503.0,14231.0,12660.0,3834.0,23005.0,18965.0,4081.0,17087.0,6742.0,11947.0,5495.0,13708.0,21873.0,8296.0,16531.0
Hsa-Mir-30-P2b_3p*,23.0,57.0,26.0,45.0,52.0,42.0,87.0,62.0,38.0,27.0,30.0,64.0,89.0,24.0,54.0,159.0,232.0,39.0,76.0,98.0,169.0,10.0,52.0,56.0,54.0,22.0,109.0,88.0,40.0,124.0,38.0,129.0,32.0,152.0,123.0,66.0,71.0
Hsa-Mir-30-P2b_3p* chr1 segs:1-30 cds:+:40757337-40757366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-30-P2b_5p chr1 segs:1-32 cds:+:40757298-40757329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-30-P2c_3p*,18.0,33.0,14.0,17.0,18.0,17.0,17.0,46.0,29.0,12.0,4.0,15.0,73.0,39.0,16.0,66.0,87.0,20.0,22.0,33.0,62.0,15.0,19.0,23.0,21.0,13.0,41.0,47.0,13.0,61.0,10.0,87.0,12.0,54.0,41.0,23.0,38.0
Hsa-Mir-30-P2c_3p* chr8 segs:1-30 cds:-:134800526-134800555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-30-P2c_5p chr8 segs:1-30 cds:-:134800564-134800593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3059_3p* chr12 segs:1-30 cds:-:86745073-86745102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3059_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3059_5p chr12 segs:1-30 cds:-:86745109-86745138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3085_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3085_3p chr10 segs:1-29 cds:-:97875818-97875846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3085_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3085_5p* chr10 segs:1-33 cds:-:97875854-97875886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3126_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3126_3p* chr2 segs:1-30 cds:+:69103725-69103754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3126_5p,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
Hsa-Mir-3126_5p chr2 segs:1-30 cds:+:69103689-69103718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3126_5p.SNPA chr2 segs:1-30 cds:+:69103689-69103718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3126_5p.SNPB chr2 segs:1-30 cds:+:69103689-69103718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3126_5p.SNPC chr2 segs:1-30 cds:+:69103689-69103718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3127_3p*,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0
Hsa-Mir-3127_3p* chr2 segs:1-30 cds:+:96798322-96798351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3127_5p,21.0,25.0,0.0,20.0,32.0,0.0,8.0,9.0,0.0,8.0,0.0,0.0,20.0,8.0,0.0,18.0,14.0,18.0,20.0,19.0,15.0,13.0,21.0,5.0,0.0,12.0,11.0,0.0,6.0,32.0,11.0,36.0,8.0,14.0,0.0,18.0,9.0
Hsa-Mir-3127_5p chr2 segs:1-31 cds:+:96798286-96798316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3136_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3136_3p* chr3 segs:1-31 cds:-:69048959-69048989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3136_5p,7.0,0.0,2.0,4.0,12.0,0.0,2.0,7.0,2.0,4.0,0.0,0.0,9.0,0.0,3.0,7.0,6.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,16.0,4.0,0.0,0.0
Hsa-Mir-3136_5p chr3 segs:1-31 cds:-:69048998-69049028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3138_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3138_3p chr4 segs:1-29 cds:-:10078614-10078642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3138_5p*,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3138_5p* chr4 segs:1-29 cds:-:10078655-10078683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3140_3p,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Hsa-Mir-3140_3p chr4 segs:1-29 cds:-:152489331-152489359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3140_5p* chr4 segs:1-29 cds:-:152489379-152489407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3144-v1_3p* chr6 segs:1-29 cds:+:120015225-120015253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3144-v1_5p chr6 segs:1-30 cds:+:120015188-120015217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3144-v2_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
