miRNA,M6_2,M7,M9,MN1,MN12_1,MN12_2,MN15,MN16,MN18,MN19,MN21,MN28,MN32,MN34,MN5,MN6,P1,P10,P12,P13,P14,P15_1,P15_2,P16,P18,P19,P20,P22,P23,P24,P25,P26,P27,P28,P29
Hsa-Mir-340_3p* chr5 segs:1-31 cds:-:180015312-180015342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-340_5p,1842.0,1253.0,852.0,2279.0,12254.0,3565.0,1631.0,2042.0,7016.0,5947.0,4092.0,6292.0,2085.0,3387.0,4492.0,1699.0,3251.0,2081.0,874.0,1644.0,2163.0,1056.0,727.0,1275.0,935.0,2415.0,2546.0,1613.0,2515.0,1736.0,1901.0,5273.0,1883.0,1389.0,1313.0
Hsa-Mir-340_5p chr5 segs:1-30 cds:-:180015355-180015384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-342_3p,741.0,542.0,126.0,3275.0,869.0,715.0,684.0,844.0,496.0,849.0,790.0,714.0,1261.0,724.0,1108.0,506.0,1013.0,512.0,415.0,591.0,291.0,861.0,1171.0,446.0,341.0,663.0,325.0,489.0,1010.0,361.0,255.0,547.0,463.0,652.0,1131.0
Hsa-Mir-342_3p chr14 segs:1-33 cds:+:100109713-100109745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-342_5p*,17.0,16.0,0.0,133.0,35.0,37.0,33.0,45.0,32.0,57.0,41.0,36.0,77.0,55.0,29.0,26.0,39.0,17.0,17.0,18.0,17.0,20.0,9.0,18.0,11.0,29.0,17.0,20.0,41.0,14.0,11.0,25.0,22.0,26.0,42.0
Hsa-Mir-342_5p* chr14 segs:1-35 cds:+:100109671-100109705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-345_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-345_3p* chr14 segs:1-30 cds:+:100307910-100307939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-345_5p,1251.0,743.0,589.0,1594.0,560.0,254.0,421.0,310.0,864.0,852.0,711.0,1110.0,905.0,945.0,1186.0,445.0,2498.0,878.0,1296.0,1454.0,1212.0,1261.0,320.0,173.0,320.0,1078.0,236.0,809.0,1120.0,533.0,987.0,559.0,2029.0,365.0,1441.0
Hsa-Mir-345_5p chr14 segs:1-30 cds:+:100307874-100307903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-346_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-346_3p* chr10 segs:1-30 cds:-:86264704-86264733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-346_5p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Hsa-Mir-346_5p chr10 segs:1-31 cds:-:86264741-86264771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-361-v1_3p* chrX segs:1-32 cds:-:85903633-85903664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-361-v1_5p chrX segs:1-30 cds:-:85903675-85903704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-361-v2_3p chrX segs:1-32 cds:-:85903634-85903665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-361-v2_5p* chrX segs:1-30 cds:-:85903674-85903703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3611_3p,0.0,0.0,0.0,15.0,7.0,0.0,3.0,5.0,15.0,0.0,6.0,9.0,0.0,0.0,4.0,0.0,5.0,12.0,0.0,7.0,0.0,0.0,0.0,4.0,3.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,4.0,0.0
Hsa-Mir-3611_3p chr10 segs:1-30 cds:-:35079602-35079631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3611_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3611_5p* chr10 segs:1-32 cds:-:35079639-35079670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3613_3p*,15.0,5.0,6.0,18.0,11.0,4.0,9.0,6.0,18.0,12.0,23.0,13.0,4.0,8.0,8.0,6.0,11.0,16.0,11.0,18.0,13.0,7.0,4.0,3.0,25.0,9.0,3.0,8.0,17.0,11.0,5.0,13.0,10.0,14.0,5.0
Hsa-Mir-3613_3p* chr13 segs:1-30 cds:-:49996422-49996451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3613_5p,138.0,78.0,42.0,134.0,156.0,82.0,73.0,42.0,94.0,96.0,79.0,79.0,32.0,48.0,80.0,61.0,175.0,221.0,76.0,150.0,127.0,126.0,35.0,66.0,78.0,91.0,46.0,73.0,172.0,85.0,65.0,161.0,87.0,100.0,74.0
Hsa-Mir-3613_5p chr13 segs:1-30 cds:-:49996459-49996488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3617_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3617_3p* chr20 segs:1-31 cds:-:45705103-45705133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3617_5p,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,9.0,4.0,0.0,3.0,2.0,4.0,4.0,13.0,6.0,0.0,0.0,0.0,6.0,0.0
Hsa-Mir-3617_5p chr20 segs:1-30 cds:-:45705144-45705173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3617_5p.SNPA chr20 segs:1-30 cds:-:45705144-45705173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3617_5p.SNPB chr20 segs:1-30 cds:-:45705144-45705173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3617_5p.SNPC chr20 segs:1-30 cds:-:45705144-45705173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3619_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3619_3p* chr22 segs:1-31 cds:+:46091088-46091118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3619_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0
Hsa-Mir-3619_5p chr22 segs:1-30 cds:+:46091057-46091086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-361_3p*,491.0,781.0,251.0,823.0,531.0,420.0,231.0,466.0,508.0,588.0,470.0,532.0,839.0,697.0,692.0,186.0,1134.0,706.0,373.0,427.0,385.0,384.0,146.0,377.0,214.0,1065.0,223.0,450.0,681.0,824.0,381.0,694.0,642.0,574.0,554.0
Hsa-Mir-361_5p*,1067.0,469.0,686.0,1380.0,757.0,612.0,601.0,952.0,806.0,662.0,803.0,661.0,567.0,521.0,1336.0,413.0,874.0,2329.0,409.0,1187.0,669.0,1138.0,618.0,412.0,330.0,1390.0,492.0,778.0,1270.0,1810.0,890.0,674.0,1188.0,1025.0,1528.0
Hsa-Mir-362-P1_3p*,17.0,21.0,78.0,50.0,12.0,10.0,9.0,35.0,23.0,18.0,14.0,22.0,15.0,11.0,20.0,14.0,38.0,16.0,19.0,12.0,20.0,9.0,6.0,18.0,10.0,36.0,6.0,12.0,18.0,17.0,5.0,35.0,22.0,9.0,17.0
Hsa-Mir-362-P1_3p* chrX segs:1-30 cds:+:50009003-50009032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-362-P1_5p,304.0,59.0,130.0,72.0,65.0,36.0,22.0,95.0,52.0,113.0,68.0,87.0,21.0,48.0,129.0,25.0,279.0,807.0,44.0,114.0,138.0,118.0,129.0,59.0,38.0,371.0,47.0,109.0,113.0,72.0,132.0,539.0,183.0,88.0,162.0
Hsa-Mir-362-P1_5p chrX segs:1-34 cds:+:50008966-50008999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-362-P2-v1_3p chrX segs:1-31 cds:+:50008480-50008510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-362-P2-v1_5p* chrX segs:1-33 cds:+:50008441-50008473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-362-P2-v2_3p chrX segs:1-32 cds:+:50008479-50008510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-362-P2-v2_5p* chrX segs:1-33 cds:+:50008441-50008473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-362-P2_3p/P4_3p,2436.0,680.0,1831.0,1784.0,1050.0,990.0,500.0,1300.0,948.0,1382.0,1013.0,862.0,1011.0,1078.0,1539.0,345.0,3647.0,3847.0,1062.0,831.0,2401.0,991.0,793.0,426.0,688.0,3801.0,568.0,1498.0,866.0,769.0,2106.0,1414.0,2539.0,644.0,2085.0
Hsa-Mir-362-P2_5p*/P5_5p,34.0,20.0,44.0,42.0,5.0,4.0,9.0,5.0,11.0,16.0,7.0,6.0,14.0,6.0,13.0,5.0,121.0,73.0,26.0,29.0,46.0,19.0,7.0,5.0,16.0,60.0,9.0,14.0,39.0,14.0,22.0,19.0,41.0,22.0,20.0
Hsa-Mir-362-P3_3p,598.0,222.0,452.0,526.0,589.0,496.0,138.0,470.0,301.0,699.0,384.0,265.0,272.0,445.0,743.0,95.0,1171.0,2055.0,236.0,256.0,791.0,306.0,141.0,218.0,324.0,1381.0,129.0,240.0,370.0,318.0,795.0,356.0,1069.0,347.0,1030.0
Hsa-Mir-362-P3_3p chrX segs:1-31 cds:+:50009770-50009800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-362-P3_3p.SNPA chrX segs:1-31 cds:+:50009770-50009800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-362-P3_3p.SNPB chrX segs:1-31 cds:+:50009770-50009800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-362-P3_3p.SNPC chrX segs:1-31 cds:+:50009770-50009800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-362-P3_3p.SNPD chrX segs:1-31 cds:+:50009770-50009800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-362-P3_5p*,28.0,13.0,19.0,16.0,14.0,6.0,0.0,14.0,8.0,10.0,5.0,12.0,10.0,5.0,7.0,0.0,151.0,30.0,11.0,19.0,33.0,21.0,0.0,14.0,48.0,44.0,24.0,11.0,24.0,11.0,13.0,36.0,32.0,21.0,15.0
Hsa-Mir-362-P3_5p* chrX segs:1-32 cds:+:50009733-50009764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-362-P4_3p chrX segs:1-31 cds:+:50014647-50014677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-362-P4_5p*,33.0,14.0,18.0,37.0,6.0,8.0,12.0,35.0,4.0,7.0,5.0,7.0,14.0,9.0,6.0,3.0,64.0,32.0,16.0,15.0,21.0,7.0,6.0,4.0,10.0,33.0,7.0,15.0,14.0,11.0,19.0,17.0,33.0,17.0,15.0
Hsa-Mir-362-P4_5p* chrX segs:1-34 cds:+:50014610-50014643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-362-P5_3p*,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0
Hsa-Mir-362-P5_3p* chrX segs:1-32 cds:+:50010717-50010748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-362-P5_5p chrX segs:1-33 cds:+:50010679-50010711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3622_3p*,0.0,0.0,0.0,6.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3622_3p* chr8 segs:1-30 cds:+:27701725-27701754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3622_5p,0.0,0.0,0.0,13.0,0.0,26.0,0.0,19.0,6.0,5.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3622_5p chr8 segs:1-30 cds:+:27701688-27701717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3622_5p.SNPA chr8 segs:1-30 cds:+:27701688-27701717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3622_5p.SNPC chr8 segs:1-30 cds:+:27701688-27701717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3663_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
Hsa-Mir-3663_3p chr10 segs:1-31 cds:-:117167689-117167719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3663_3p.SNPA chr10 segs:1-31 cds:-:117167689-117167719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3663_3p.SNPC chr10 segs:1-31 cds:-:117167689-117167719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3663_5p* chr10 segs:1-30 cds:-:117167727-117167756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3690_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3690_3p* chrX segs:1-30 cds:+:1293962-1293991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3690_5p,24.0,4.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,8.0,14.0,7.0,9.0,21.0,8.0,6.0,0.0,26.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,16.0,5.0,13.0,20.0,10.0,17.0
Hsa-Mir-3690_5p chrX segs:1-32 cds:+:1293925-1293956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-370_3p,104.0,23.0,44.0,29.0,61.0,13.0,24.0,26.0,25.0,49.0,24.0,37.0,10.0,66.0,67.0,21.0,83.0,102.0,27.0,23.0,38.0,74.0,22.0,28.0,30.0,19.0,28.0,27.0,69.0,38.0,28.0,38.0,77.0,112.0,95.0
