miRNA,115N_RPI22_CGTACG_S50_L006_R1_001,115T_RPI33_CAGGCG_S49_L006_R1_001,138N3_RPI23_GAGTGG_S52_L006_R1_001,154N3_RPI24_GGTAGC_S54_L006_R1_001,189b_RPI36_CCAACA_S53_L006_R1_001,COMET-0003M1-1_RPI25_ACTGAT_S31_L006_R1_001,COMET-0003NLi1_RPI13_AGTCAA_S32_L006_R1_001,COMET-0011M1-1_RPI26_ATGAGC_S33_L006_R1_001,COMET-0011NLi_RPI14_AGTTCC_S34_L006_R1_001,COMET-0014M1-1_RPI27_ATTCCT_S35_L006_R1_001,COMET-0014NLi1_RPI15_ATGTCA_S36_L006_R1_001,COMET-0016M1-1_RPI28_CAAAAG_S37_L006_R1_001,COMET-0016NLi1_RPI16_CCGTCC_S38_L006_R1_001,COMET-0026M1-1_RPI29_CAACTA_S39_L006_R1_001,COMET-0026NLi1_RPI17_GTAGAG_S40_L006_R1_001,COMET-0027M3-1_RPI30_CACCGG_S41_L006_R1_001,COMET-0027NLi1_RPI18_GTCCGC_S42_L006_R1_001,COMET-0028M1-1_RPI31_CACGAT_S43_L006_R1_001,COMET-0028NLi1_RPI19_GTGAAA_S44_L006_R1_001,COMET-0035M1-1_RPI32_CACTCA_S45_L006_R1_001,COMET-0035NLi1_RPI20_GTGGCC_S46_L006_R1_001,COMET-0059M1-1_RPI34_CATGGC_S47_L006_R1_001,COMET-0059NLi1_RPI21_GTTTCG_S48_L006_R1_001,GCF0196-0001Me_RPI1__ATCACG__S1_R1_001,GCF0196-0002Me_RPI2__CGATGT__S4_R1_001,GCF0196-0004Me_RPI6__GCCAAT__S16_R1_001,GCF0196-000PC1_RPI18__GTCCGC__S6_R1_001,GCF0196-000PC4_RPI19__GTGAAA__S9_R1_001,GCF0196-001NLU_RPI8__ACTTGA__S22_R1_001,GCF0196-0020Me_RPI7__CAGATC__S19_R1_001,GCF0196-0029Me_RPI3__TTAGGC__S7_R1_001,GCF0196-002NLU_RPI9__GATCAG__S2_R1_001,GCF0196-004NLU_RPI13__AGTCAA__S14_R1_001,GCF0196-0056Me_RPI4__TGACCA__S10_R1_001,GCF0196-00PC83_RPI15__ATGTCA__S20_R1_001,GCF0196-020NLU_RPI14__AGTTCC__S17_R1_001,GCF0196-029NLU_RPI10__TAGCTT__S5_R1_001,GCF0196-056NLU_RPI11__GGCTAC__S8_R1_001,GCF0196-0701Me_RPI5__ACAGTG__S13_R1_001,GCF0196-0PC031_RPI20__GTGGCC__S12_R1_001,GCF0196-0PC084_RPI21__GTTTCG__S15_R1_001,GCF0196-0PC095_RPI22__CGTACG__S18_R1_001,GCF0196-0PC104_RPI16__CCGTCC__S23_R1_001,GCF0196-0PC137_RPI24__GGTAGC__S24_R1_001,GCF0196-0PC146_RPI17__GTAGAG__S3_R1_001,GCF0196-701NLU_RPI12__CTTGTA__S11_R1_001,GCF0196-PCB752_RPI23__GAGTGG__S21_R1_001,LARC-EX_138T_RPI35_CATTTT_S51_L006_R1_001
Hsa-Mir-33-P1_5p,7.0,88.0,6.0,33.0,49.0,208.0,5.0,44.0,43.0,7.0,0.0,16.0,7.0,156.0,5.0,113.0,4.0,46.0,3.0,176.0,37.0,283.0,29.0,17.0,120.0,154.0,19.0,48.0,0.0,142.0,225.0,3.0,122.0,159.0,108.0,131.0,128.0,141.0,202.0,102.0,36.0,67.0,118.0,67.0,80.0,162.0,67.0,46.0
Hsa-Mir-33-P1_5p chr22 segs:1-29 cds:+:41900947-41900975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-33-P2_3p,5.0,32.0,31.0,17.0,34.0,57.0,15.0,0.0,47.0,14.0,0.0,6.0,0.0,6.0,5.0,5.0,0.0,6.0,9.0,0.0,4.0,0.0,0.0,28.0,4.0,66.0,5.0,11.0,0.0,9.0,33.0,0.0,14.0,15.0,16.0,29.0,18.0,16.0,44.0,21.0,10.0,18.0,22.0,11.0,14.0,18.0,13.0,33.0
Hsa-Mir-33-P2_3p chr17 segs:1-29 cds:-:17813852-17813880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-33-P2_5p*,29.0,222.0,37.0,60.0,171.0,434.0,17.0,65.0,212.0,9.0,8.0,3.0,28.0,128.0,25.0,187.0,32.0,87.0,31.0,136.0,160.0,284.0,62.0,79.0,129.0,245.0,41.0,174.0,5.0,186.0,249.0,7.0,266.0,400.0,143.0,211.0,134.0,213.0,302.0,223.0,54.0,191.0,190.0,89.0,113.0,146.0,37.0,46.0
Hsa-Mir-33-P2_5p* chr17 segs:1-29 cds:-:17813890-17813918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-330-v1_3p chr19 segs:1-32 cds:-:45639001-45639032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-330-v1_5p* chr19 segs:1-31 cds:-:45639042-45639072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-330-v2_3p chr19 segs:1-33 cds:-:45639001-45639033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-330-v2_5p* chr19 segs:1-32 cds:-:45639041-45639072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-330_3p,43.0,63.0,43.0,60.0,29.0,119.0,22.0,18.0,11.0,43.0,5.0,18.0,8.0,45.0,0.0,47.0,0.0,37.0,3.0,60.0,2.0,32.0,3.0,63.0,22.0,53.0,46.0,103.0,25.0,75.0,62.0,35.0,79.0,57.0,133.0,111.0,76.0,57.0,63.0,46.0,50.0,47.0,35.0,23.0,62.0,65.0,6.0,46.0
Hsa-Mir-330_5p*,57.0,163.0,38.0,68.0,129.0,612.0,10.0,50.0,39.0,38.0,5.0,22.0,5.0,148.0,14.0,238.0,11.0,119.0,13.0,215.0,0.0,131.0,13.0,110.0,38.0,194.0,105.0,254.0,12.0,138.0,140.0,41.0,173.0,95.0,295.0,217.0,148.0,110.0,125.0,157.0,98.0,98.0,117.0,44.0,163.0,171.0,45.0,70.0
Hsa-Mir-331_3p,1055.0,732.0,949.0,1921.0,609.0,2577.0,444.0,102.0,472.0,664.0,139.0,154.0,172.0,1168.0,91.0,1227.0,151.0,964.0,183.0,1225.0,206.0,608.0,187.0,2264.0,435.0,1027.0,1165.0,1773.0,331.0,590.0,1119.0,548.0,1550.0,1275.0,1611.0,1022.0,1014.0,1430.0,899.0,1058.0,710.0,663.0,902.0,666.0,845.0,892.0,908.0,1197.0
Hsa-Mir-331_3p chr12 segs:1-29 cds:+:95308478-95308506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-331_5p*,24.0,91.0,54.0,55.0,55.0,105.0,7.0,21.0,33.0,17.0,5.0,7.0,0.0,70.0,0.0,47.0,3.0,36.0,7.0,60.0,20.0,41.0,12.0,76.0,41.0,75.0,33.0,113.0,10.0,76.0,63.0,23.0,64.0,61.0,95.0,96.0,63.0,81.0,75.0,58.0,53.0,52.0,45.0,44.0,67.0,66.0,63.0,38.0
Hsa-Mir-331_5p* chr12 segs:1-30 cds:+:95308443-95308472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-335_3p*,480.0,1296.0,1193.0,1229.0,1872.0,10188.0,381.0,1237.0,481.0,1131.0,86.0,1038.0,128.0,5922.0,154.0,4232.0,176.0,5612.0,164.0,3801.0,271.0,4466.0,242.0,1435.0,4125.0,8684.0,1870.0,3822.0,148.0,4514.0,3394.0,457.0,3252.0,3626.0,7782.0,2122.0,1487.0,3446.0,4370.0,5463.0,9769.0,5402.0,6245.0,2161.0,1406.0,4142.0,996.0,2162.0
Hsa-Mir-335_3p* chr7 segs:1-30 cds:+:130496160-130496189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-335_5p,302.0,432.0,647.0,834.0,447.0,7274.0,574.0,781.0,542.0,560.0,183.0,596.0,441.0,1960.0,224.0,2838.0,288.0,1549.0,292.0,2985.0,359.0,2695.0,482.0,877.0,1186.0,2852.0,1040.0,2228.0,249.0,2104.0,2064.0,575.0,5770.0,1991.0,4785.0,3260.0,2531.0,5422.0,3658.0,1762.0,3743.0,3215.0,2404.0,1849.0,764.0,6744.0,580.0,727.0
Hsa-Mir-335_5p chr7 segs:1-30 cds:+:130496124-130496153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-as_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-as_3p chr14 segs:1-30 cds:-:100874507-100874536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-as_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-as_5p chr14 segs:1-31 cds:-:100874544-100874574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-v1_3p chr14 segs:1-29 cds:+:100874552-100874580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-v1_5p* chr14 segs:1-28 cds:+:100874513-100874540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-v2_3p chr14 segs:1-30 cds:+:100874551-100874580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-v2_5p* chr14 segs:1-29 cds:+:100874513-100874541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337_3p,29.0,32.0,57.0,120.0,24.0,280.0,17.0,25.0,31.0,15.0,2.0,10.0,11.0,47.0,3.0,134.0,16.0,54.0,4.0,33.0,16.0,40.0,10.0,0.0,30.0,53.0,95.0,100.0,0.0,69.0,57.0,6.0,38.0,28.0,135.0,39.0,30.0,50.0,60.0,102.0,129.0,137.0,85.0,101.0,23.0,69.0,239.0,60.0
Hsa-Mir-337_5p*,5.0,15.0,17.0,37.0,15.0,81.0,2.0,0.0,6.0,4.0,0.0,0.0,3.0,14.0,2.0,23.0,0.0,11.0,0.0,18.0,6.0,5.0,5.0,0.0,4.0,15.0,19.0,30.0,0.0,13.0,22.0,0.0,10.0,15.0,36.0,10.0,6.0,11.0,22.0,17.0,20.0,30.0,18.0,11.0,6.0,13.0,59.0,11.0
Hsa-Mir-338-P1-as_3p,10.0,30.0,12.0,16.0,7.0,44.0,11.0,3.0,6.0,0.0,12.0,5.0,0.0,71.0,5.0,14.0,13.0,7.0,0.0,39.0,11.0,0.0,8.0,30.0,18.0,109.0,5.0,43.0,38.0,160.0,134.0,56.0,713.0,60.0,230.0,440.0,320.0,290.0,88.0,14.0,14.0,11.0,27.0,33.0,9.0,306.0,205.0,0.0
Hsa-Mir-338-P1-as_3p chr17 segs:1-31 cds:+:81125924-81125954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-338-P1-as_5p,9.0,28.0,15.0,24.0,22.0,31.0,12.0,0.0,5.0,0.0,10.0,16.0,6.0,149.0,11.0,21.0,5.0,23.0,13.0,22.0,22.0,25.0,10.0,32.0,23.0,112.0,5.0,52.0,40.0,298.0,170.0,70.0,819.0,106.0,347.0,480.0,347.0,374.0,126.0,19.0,14.0,16.0,37.0,41.0,7.0,352.0,194.0,23.0
Hsa-Mir-338-P1-as_5p chr17 segs:1-33 cds:+:81125884-81125916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-338-P1_3p,496.0,335.0,829.0,2650.0,569.0,853.0,71.0,440.0,179.0,42.0,40.0,35.0,37.0,2260.0,26.0,364.0,55.0,323.0,60.0,7401.0,87.0,273.0,66.0,220.0,453.0,1793.0,523.0,546.0,375.0,1950.0,1898.0,529.0,11156.0,6093.0,493.0,10233.0,10600.0,8692.0,1702.0,1128.0,289.0,899.0,1239.0,133.0,304.0,4901.0,97.0,150.0
Hsa-Mir-338-P1_3p chr17 segs:1-31 cds:-:81125880-81125910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-338-P1_5p*,65.0,29.0,92.0,183.0,47.0,68.0,15.0,10.0,17.0,7.0,0.0,4.0,0.0,92.0,7.0,17.0,8.0,41.0,5.0,393.0,40.0,8.0,5.0,60.0,54.0,214.0,27.0,38.0,40.0,89.0,94.0,82.0,508.0,335.0,131.0,393.0,420.0,443.0,99.0,60.0,33.0,373.0,75.0,98.0,18.0,264.0,8.0,31.0
Hsa-Mir-338-P1_5p* chr17 segs:1-29 cds:-:81125918-81125946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-339_3p,308.0,431.0,400.0,387.0,420.0,1059.0,153.0,592.0,286.0,430.0,42.0,289.0,110.0,971.0,51.0,775.0,78.0,834.0,87.0,1783.0,82.0,1968.0,161.0,806.0,458.0,1371.0,425.0,1009.0,99.0,528.0,953.0,131.0,1125.0,737.0,869.0,1107.0,1004.0,972.0,838.0,672.0,407.0,550.0,600.0,247.0,484.0,882.0,244.0,741.0
Hsa-Mir-339_3p chr7 segs:1-31 cds:-:1022949-1022979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-339_3p.SNPA chr7 segs:1-31 cds:-:1022949-1022979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-339_3p.SNPC chr7 segs:1-31 cds:-:1022949-1022979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-339_5p,244.0,321.0,360.0,352.0,326.0,944.0,93.0,181.0,111.0,334.0,8.0,194.0,20.0,617.0,12.0,599.0,23.0,613.0,34.0,1124.0,76.0,1183.0,60.0,264.0,470.0,1149.0,131.0,689.0,32.0,750.0,933.0,102.0,703.0,720.0,587.0,380.0,404.0,631.0,829.0,336.0,221.0,442.0,455.0,256.0,352.0,490.0,194.0,566.0
Hsa-Mir-339_5p chr7 segs:1-31 cds:-:1022984-1023014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-339_5p.SNPA chr7 segs:1-31 cds:-:1022984-1023014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-339_5p.SNPB chr7 segs:1-31 cds:-:1022984-1023014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-339_5p.SNPC chr7 segs:1-31 cds:-:1022984-1023014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P1_3p*,10.0,12.0,14.0,27.0,16.0,64.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,40.0,0.0,23.0,0.0,24.0,0.0,13.0,5.0,2.0,13.0,30.0,12.0,26.0,0.0,45.0,38.0,8.0,48.0,40.0,94.0,52.0,23.0,41.0,34.0,19.0,12.0,16.0,12.0,17.0,16.0,47.0,9.0,22.0
Hsa-Mir-34-P1_3p* chr1 segs:1-30 cds:-:9151686-9151715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P1_5p,805.0,365.0,1068.0,2313.0,1014.0,3599.0,206.0,244.0,468.0,283.0,97.0,425.0,73.0,1129.0,62.0,2115.0,179.0,1898.0,163.0,1548.0,210.0,1938.0,241.0,494.0,1006.0,1331.0,1825.0,3317.0,167.0,2440.0,2547.0,681.0,4651.0,1994.0,3885.0,3773.0,2882.0,3086.0,3173.0,1740.0,1627.0,1718.0,1199.0,1458.0,1438.0,4415.0,1879.0,1104.0
Hsa-Mir-34-P1_5p chr1 segs:1-30 cds:-:9151729-9151758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P2a_3p*,2.0,10.0,6.0,18.0,13.0,91.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,16.0,0.0,12.0,0.0,7.0,0.0,11.0,0.0,4.0,0.0,3.0,38.0,31.0,22.0,22.0,115.0,217.0,108.0,268.0,1092.0,10.0,43.0,307.0,9.0,19.0,711.0,15.0,17.0,6.0,12.0,8.0,27.0,200.0,3.0,0.0
Hsa-Mir-34-P2a_3p* chr11 segs:1-30 cds:+:111512986-111513015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P2a_5p,5.0,23.0,0.0,20.0,27.0,375.0,0.0,7.0,0.0,3.0,0.0,4.0,0.0,57.0,0.0,36.0,0.0,15.0,0.0,28.0,0.0,19.0,0.0,2.0,160.0,129.0,83.0,118.0,47.0,1028.0,410.0,148.0,3780.0,56.0,207.0,955.0,35.0,98.0,3055.0,87.0,40.0,60.0,59.0,41.0,52.0,467.0,15.0,4.0
Hsa-Mir-34-P2a_5p chr11 segs:1-31 cds:+:111512949-111512979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
